fclt_name,sgnr_nm,legalemd_nm
울산해양박물관,울주군,서생면 대송리
울산대학교박물관,남구,무거동
국립조세박물관,세종특별자치시,나성동
세종시립민속박물관,세종특별자치시,전의면 금사리
충청남도산림박물관,세종특별자치시,금남면 도남리
교과서박물관,세종특별자치시,연동면 내판리
세종전통장류박물관,세종특별자치시,전동면 청송리
한국여인생활사박물관,세종특별자치시,조치원읍 신안리
연기향토박물관,세종특별자치시,연서면 청라리
국립6.25전쟁납북자기념관,파주시,문산읍 사목리
국립수목원 산림박물관,포천시,소흘읍 직동리
국립여성사전시관,고양시,화정동
세종대왕역사문화관,여주시,능서면 왕대리
지도박물관,수원시,원천동
고양가와지볍씨박물관,고양시,원흥동
고구려대장간마을,구리시,아천동
고양어린이박물관,고양시,화정동
과천시 추사박물관,과천시,주암동
경기도박물관,용인시,상갈동
경기도어린이박물관,용인시,상갈동
경기도자박물관,광주시,곤지암읍 삼리
김중업건축박물관,안양시,석수동
남양주시립박물관,남양주시,와부읍 팔당리
동두천시 경기북부어린이박물관,동두천시,상봉암동
명성황후기념관,여주시,능현동
몽양기념관,양평군,양서면 신원리
부천교육박물관,부천시,춘의동
부천수석박물관,부천시,춘의동
부천옹기박물관,부천시,여월동
부천유럽자기박물관,부천시,춘의동
부천자연생태박물관,부천시,춘의동
부천펄벅기념관,부천시,심곡본동
부천활박물관,부천시,춘의동
수원박물관,수원시,이의동
수원화성박물관,수원시,매향동
수원광교박물관,수원시,이의동
성호기념관,안산시,이동
세미원연꽃박물관,양평군,양서면 용담리
시흥오이도박물관,시흥시,정왕동
실학박물관,남양주시,조안면 능내리
안산어촌민속박물관,안산시,선감동
안산향토사박물관,안산시,사동
안성맞춤박물관,안성시,대덕면 내리
안성3.1운동기념관,안성시,원곡면 칠곡리
안양박물관,안양시,석수동
양주시립회암사지박물관,양주시,율정동
양평곤충박물관,양평군,옥천면 옥천리
양평친환경농업박물관,양평군,용문면 신점리
여주박물관,여주시,천송동
여주시립폰박물관,여주시,연양동
용인시박물관,용인시,중동
유엔군 초전기념관,오산시,외삼미동
의왕향토사료관,의왕시,고천동
이천세계도자센터,이천시,관고동
이천시립박물관,이천시,관고동
자유수호평화박물관,동두천시,상봉암동
전곡선사박물관,연천군,전곡읍 전곡리
제암리 3.1운동 순국기념관,화성시,향남읍 제암리
최용신기념관,안산시,본오동
판교박물관,성남시,판교동
포천 역사문화관,포천시,신읍동
하남역사박물관,하남시,덕풍동
한국만화박물관,부천시,상동
화성시 향토박물관,화성시,향남읍 행정리
황순원문학촌 소나기마을,양평군,서종면 수능리
(재)중남미문화원병설박물관,고양시,고양동
증권박물관,고양시,백석동
김포 다도박물관,김포시,월곶면 개곡리
덕소자연사박물관,남양주시,와부읍 도곡리
덕포진교육박물관,김포시,대곶면 신안리
돌석도예박물관,안양시,안양동
두루뫼사료관,파주시,법원읍 법원리
부천로보파크전시관,부천시,약대동
만해기념관,광주시,남한산성면 산성리
말박물관,과천시,주암동
목아박물관,여주시,강천면 이호리
미호박물관,남양주시,수석동
배다골민속박물관,고양시,화정동
벽봉한국장신구박물관,파주시,탄현면 법흥리
사람박물관얼굴,광주시,남종면 분원리
삶의이야기가있는집,용인시,원삼면 사암리
삼성화재교통박물관,용인시,포곡읍 유운리
세계민속악기박물관(헤이리),파주시,탄현면 법흥리
세계인형박물관,파주시,탄현면 법흥리
대한불교조계종봉녕사 세주묘엄박물관,수원시,우만동
신영숙컬렉션박물관,용인시,영덕동
아해한국전통문화어린이박물관,과천시,주암동
아프리카예술박물관,포천시,소흘읍 무림리
양평아프리카문화예술박물관,양평군,용문면 금곡리
옹청박물관,여주시,산북면 송현리
왈츠와 닥터만 커피박물관,남양주시,조안면 삼봉리
여성생활사박물관,여주시,강천면 굴암리
여주곤충박물관,여주시,상거동
영집궁시박물관,파주시,탄현면 법흥리
예아리박물관,용인시,백암면 근삼리
외할머니의 부엌,김포시,대곶면 신안리
용주사 효행박물관,화성시,송산동
우석헌자연사박물관,남양주시,진접읍 내각리
유진민속박물관,고양시,원흥동
이풀실내정원,안산시,팔곡일동
일본군위안부역사관,광주시,퇴촌면 원당리
잔아문학박물관,양평군,서종면 문호리
조명박물관,양주시,광적면 석우리
조병화문학관,안성시,양성면 난실리
종자와 시인 박물관,연천군,연천읍 고문리
창조자연사박물관,시흥시,신천동
철도박물관,의왕시,월암동
충현박물관,광명시,소하동
타임앤블레이드박물관,파주시,탄현면 법흥리
파주나비나라박물관,파주시,문발동
풀짚공예박물관,광주시,오포읍 신현리
프라움악기박물관,남양주시,와부읍 도곡리
피노지움,파주시,문발동
한과문화박물관,포천시,영북면 산정리
한국근현대사박물관,파주시,탄현면 법흥리
한국기독교역사박물관,이천시,대월면 초지리
(재)한국등잔박물관,용인시,모현읍 능원리
한국민속촌 박물관,용인시,보라동
한국카메라박물관,과천시,막계동
한국탁본자료관,남양주시,와부읍 도곡리
한길책박물관,파주시,탄현면 법흥리
한얼고문서유물관,여주시,대신면 옥촌리
한얼과학문화관,여주시,대신면 옥촌리
한얼산업디자인유물관,여주시,대신면 옥촌리
한얼의학유물관,여주시,대신면 옥촌리
한얼전적유물관,여주시,대신면 옥촌리
한얼카메라유물관,여주시,대신면 옥촌리
한향림옹기박물관,파주시,탄현면 법흥리
허브아일랜드식물원,포천시,신북면 삼정리
호암미술관,용인시,포곡읍 가실리
화폐박물관,파주시,탄현면 법흥리
설민민화박물관(휴관),용인시,해곡동
신세계한국상업사박물관(휴관),용인시,남사면 창리
예당국악박물관(휴관),남양주시,수석동
경기대학교 소성박물관,수원시,이의동
경희대학교 혜정박물관,용인시,서천동
단국대학교 석주선기념박물관,용인시,죽전동
명지대학교 박물관,용인시,남동
수원대학교 박물관,화성시,봉담읍 와우리
신구대학교 우촌박물관,성남시,금광동
아주대학교 도구박물관,수원시,원천동
용인대학교 박물관,용인시,삼가동
청강만화역사박물관,이천시,마장면 해월리
한국항공대학교 항공우주박물관,고양시,화전동
한신대학교 박물관,오산시,양산동
국립춘천박물관,춘천시,석사동
국립산악박물관,속초시,노학동
강원경찰박물관,춘천시,신북읍 율문리
강원도디엠제트박물관,고성군,현내면 송현리
강원도산림박물관,춘천시,사농동
대관령박물관,강릉시,성산면 어흘리
김시습기념관,강릉시,운정동
허균허난설헌기념관,강릉시,초당동
마리소리골악기박물관,홍천군,서석면 검산리
박인환문학관,인제군,인제읍 상동리
삼척시립박물관,삼척시,성남동
속초시립박물관,속초시,노학동
숲사랑홍보관,강릉시,사천면 덕실리
아리랑박물관,정선군,정선읍 애산리
양구선사박물관,양구군,양구읍 하리
양구근현대사박물관,양구군,양구읍 하리
양구백자박물관,양구군,방산면 장평리
양구인문학박물관,양구군,양구읍 동수리
오산리선사유적박물관,양양군,손양면 오산리
어촌민속전시관,삼척시,원덕읍 갈남리
여초서예관,인제군,북면 용대리
오죽헌시립박물관,강릉시,죽헌동
원주시역사박물관,원주시,봉산동
의암류인석기념관,춘천시,남면 가정리
춘천인형극박물관,춘천시,사농동
인제산촌민속박물관,인제군,인제읍 상동리
정선향토박물관,정선군,화암면 화암리
애니메이션박물관,춘천시,서면 현암리
춘천막국수체험박물관,춘천시,신북읍 산천리
태백고생대자연사박물관,태백시,동점동
태백석탄박물관,태백시,소도동
파로호 안보전시관,화천군,간동면 구만리
팔랑민속관,양구군,동면 팔랑리
한국시집박물관,인제군,북면 용대리
홍천향토사료관,홍천군,홍천읍 연봉리
화진포 생태박물관,고성군,거진읍 화포리
화진포 역사안보전시관,고성군,거진읍 화포리
황영조기념관,삼척시,근덕면 초곡리
6.25전쟁체험기념관,고성군,현내면 명호리
별마로천문대,영월군,영월읍 영흥리
난고 김삿갓 문학관,영월군,김삿갓면 와석리
동강사진박물관,영월군,영월읍 하송리
영월동굴생태관,영월군,김삿갓면 진별리
강원도탄광문화촌,영월군,북면 마차리
동강생태정보센터,영월군,영월읍 삼옥리
영월Y파크(술샘박물관),영월군,주천면 주천리
라디오스타박물관,영월군,영월읍 영흥리
단종역사관,영월군,영월읍 영흥리
화천민속박물관,화천군,하남면 위라리
강릉선교장 박물관,강릉시,운정동
강릉커피박물관,강릉시,왕산면 왕산리
강원감영관찰사박물관,원주시,흥업면 사제리
강원랜드뿌리관,정선군,사북읍 사북리
동양자수박물관,강릉시,죽헌동
만봉불화박물관,영월군,김삿갓면 예밀리
만해문학박물관,인제군,북면 용대리
무릉고서화미술박물관,원주시,흥업면 사제리
뮤지엄 산(페이퍼갤러리),원주시,지정면 월송리
비엔나인형박물관,평창군,대관령면 용산리
사립강원종합박물관,삼척시,신기면 신기리
삼탄아트마인,정선군,고한읍 고한리
세계민속악기박물관,영월군,남면 연당리
손성목영화박물관,강릉시,저동
아라리인형의집 인형극 박물관,정선군,북평면 나전리
엄마꿈박물관,강릉시,구정면 여찬리
에디슨과학박물관,강릉시,저동
영월곤충박물관,영월군,영월읍 삼옥리
영월미디어기자박물관,영월군,한반도면 광전리
영월아프리카미술박물관,영월군,김삿갓면 진별리
영월종교미술박물관,영월군,북면 문곡리
영월초등교육박물관,영월군,북면 문곡리
영월화석박물관,영월군,주천면 판운리
왕조실록의궤박물관,평창군,진부면 동산리
원주허브팜식물박물관,원주시,무실동
월정사성보박물관,평창군,진부면 동산리
인도미술박물관,영월군,주천면 금마리
정동진시간박물관,강릉시,강동면 정동진리
조선민화박물관,영월군,김삿갓면 와석리
참소리축음기박물관,강릉시,저동
책과인쇄박물관,춘천시,신동면 증리
추억의박물관,정선군,신동읍 조동리
치악산고판화박물관,원주시,신림면 황둔리
피노키오박물관,강릉시,강동면 정동진리
한얼문예박물관,횡성군,우천면 용둔리
호안다구박물관,영월군,김삿갓면 내리
호야지리박물관,영월군,무릉도원면 무릉리
환희컵 박물관,강릉시,대전동
LISEUM세계민족악기전시관,춘천시,남산면 방하리
고려궁박물관,평창군,대관령면 용산리
인제스피디움 클래식카 박물관,인제군,기린면 북리
금강산자연사박물관(휴관),고성군,현내면 죽정리
치악민속박물관(휴관),원주시,행구동
자연아놀자박물관,강릉시,포남동
경포아쿠아리움,강릉시,초당동
가톨릭관동대학교 박물관,강릉시,내곡동
강릉원주대학교 박물관,강릉시,지변동
강원대학교 중앙박물관,춘천시,효자동
연세대학교 원주박물관,원주시,흥업면 매지리
한림대학교 박물관,춘천시,옥천동
국립청주박물관,청주시,명암동
공군박물관,청주시,남일면 쌍수리
감우재전승기념관,음성군,음성읍 소여리
난계국악박물관,영동군,심천면 고당리
농업역사박물관,괴산군,괴산읍 검승리
보은향토민속자료전시관,보은군,보은읍 이평리
솔향공원 소나무전시관,보은군,속리산면 갈목리
수양개선사유물전시관,단양군,적성면 애곡리
영동향토민속자료전시관,영동군,심천면 고당리
옥천향토전시관,옥천군,안내면 장계리
음성군 향토민속자료전시관,음성군,음성읍 읍내리
의림지 역사박물관,제천시,모산동
제8대유엔사무총장반기문 평화기념관,음성군,원남면 상당리
제천국제발효박물관,제천시,왕암동
제천유물전시관,제천시,청풍면 물태리
제천의병전시관,제천시,봉양읍 공전리
조동리선사유적박물관,충주시,동량면 조동리
증평민속체험박물관,증평군,증평읍 남하리
진천종박물관,진천군,진천읍 장관리
청주고인쇄박물관,청주시,운천동
청주백제유물전시관,청주시,신봉동
충렬사 유물전시관,충주시,단월동
충북교육박물관,청주시,영동
충주박물관,충주시,중앙탑면 탑평리
충주세계무술박물관,충주시,금릉동
충청북도농업과학관,청주시,오창읍 괴정리
한지체험박물관,괴산군,연풍면 원풍리
가산박물관,옥천군,안내면 용촌리
농민문학기념관,영동군,매곡면 노천리
동곡박물관,영동군,영동읍 계산리
불교천태중앙박물관,단양군,영춘면 백자리
세계술문화박물관,충주시,중앙탑면 탑평리
지적박물관,제천시,금성면 양화리
철박물관,음성군,감곡면 오향리
한국잠사박물관,청주시,강내면 학천리
한국차문화박물관,제천시,봉양읍 마곡리
한독의약박물관,음성군,대소면 대풍리
매괴박물관,음성군,감곡면 왕장리
예뿌리민속박물관(휴관),청주시,가덕면 금거리
중원대학교 박물관,괴산군,괴산읍 동부리
청주대학교 박물관,청주시,내덕동
충북대학교 박물관,청주시,개신동
한국교원대학교 교육박물관,청주시,강내면 다락리
한국교통대학교 박물관,충주시,대소원면 검단리
국립공주박물관,공주시,웅진동
국립부여박물관,부여군,부여읍 동남리
국립해양문화재연구소 태안해양유물전시관,태안군,근흥면 신진도리
국립해양생물자원관 씨큐리움,서천군,장항읍 송림리
충무공이순신기념관,아산시,염치읍 백암리
칠백의총관리소(기념관),금산군,금성면 의총리
우정박물관,천안시,유량동
결성농요농사박물관,홍성군,결성면 읍내리
고남패총박물관,태안군,고남면 고남리
금산역사문화박물관,금산군,금산읍 중도리
금산인삼관,금산군,금산읍 신대리
기지시줄다리기박물관,당진시,송악읍 기지시리
능산리고분군전시관,부여군,부여읍 능산리
백제군사박물관,논산시,부적면 신풍리
백제역사문화관,부여군,규암면 합정리
보령박물관,보령시,대천동
보령석탄박물관,보령시,성주면 개화리
서천 이하복 고택 전시관,서천군,기산면 신산리
석오이동녕기념관,천안시,목천읍 동리
석장리박물관,공주시,석장리동
송산리고분군모형전시관,공주시,웅진동
심훈기념관,당진시,송악읍 부곡리
영인산산림박물관,아산시,염치읍 강청리
외암민속관,아산시,송악면 외암리
유관순열사기념관,천안시,병천면 탑원리
유류피해극복기념관,태안군,소원면 의항리
윤봉길의사기념관,예산군,덕산면 시량리
정림사지박물관,부여군,부여읍 동남리
천안박물관,천안시,삼룡동
천안흥타령관,천안시,삼룡동
청양군백제문화체험박물관,청양군,대치면 장곡리
충청남도역사박물관,공주시,중동
합덕수리민속박물관,당진시,합덕읍 합덕리
홍주성역사관,홍성군,홍성읍 오관리
계룡산자연사박물관,공주시,반포면 학봉리
공주기독교박물관,공주시,봉황동
한국민속극박물관,공주시,의당면 청룡리
도계민화박물관,천안시,구성동
독립기념관,천안시,목천읍 남화리
동산박물관,공주시,반포면 봉곡리
복권박물관,천안시,안서동
부여생활사박물관,부여군,규암면 호암리
수덕사근역성보관,예산군,덕산면 사천리
아산정린박물관,아산시,배방읍 휴대리
안면도쥬라기박물관,태안군,남면 신온리
온양민속박물관,아산시,권곡동
태영민속박물관,금산군,남이면 하금리
한국고건축박물관,예산군,덕산면 대동리
한국도량형박물관,당진시,시곡동
한국문인인장박물관,예산군,광시면 운산리
한국식기박물관,홍성군,장곡면 산성리
한국토종씨앗박물관,예산군,대술면 시산리
공주대학교 박물관,공주시,신관동
공주교육대학교 박물관,공주시,봉황동
백석대학교 기독교박물관,천안시,안서동
선문대학교 박물관,아산시,탕정면 갈산리
한서대학교 박물관,서산시,해미면 대곡리
국립익산박물관,익산시,금마면 기양리
국립전주박물관,전주시,효자동2가
국립태권도박물관,무주군,설천면 청량리
국립전사박물관,익산시,여산면 두여리
고부역사문화관,정읍시,고부면 고부리
고창고인돌박물관,고창군,고창읍 도산리
고창판소리박물관,고창군,고창읍 읍내리
구파백정기의사기념관,정읍시,영원면 은선리
군산근대역사박물관,군산시,장미동
남원향토박물관,남원시,어현동
대한민국술테마박물관,완주군,구이면 덕천리
마한박물관,익산시,금마면 동고도리
무주곤충박물관,무주군,설천면 청량리
벽골제농경문화박물관,김제시,부량면 신용리
보석박물관,익산시,왕궁면 동용리
부안청자박물관,부안군,보안면 유천리
순창장류박물관,순창군,순창읍 백산리
신평면 생활사박물관,임실군,신평면 원천리
어진박물관,전주시,풍남동3가
왕궁리유적전시관,익산시,왕궁면 왕궁리
입점리고분전시관,익산시,웅포면 입점리
전북산림박물관,순창군,복흥면 서마리
전주역사박물관,전주시,효자동2가
전주전통술박물관,전주시,풍남동3가
정읍시립박물관,정읍시,부전동
진안역사박물관,진안군,진안읍 단양리
진안가위박물관,진안군,진안읍 단양리
동학농민혁명기념관,정읍시,덕천면 하학리
금산사 성보박물관,김제시,금산면 금산리
예수병원의학박물관,전주시,중화산동1가
원불교역사박물관,익산시,신용동
원숭이학교 자연사박물관,부안군,상서면 감교리
전주한지박물관,전주시,팔복동2가
완주책박물관,완주군,삼례읍 후정리
천호가톨릭성물박물관,완주군,비봉면 내월리
충간공보물제651호박물관,익산시,삼기면 기산리
카메라영상박물관,완주군,소양면 신교리
군산대학교 박물관,군산시,미룡동
원광대학교 박물관,익산시,신동
전북대학교 박물관,전주시,금암동
전주대학교 박물관,전주시,효자동2가
국립나주박물관,나주시,반남면 신촌리
국립해양문화재연구소 해양유물전시관,목포시,용해동
다산박물관,강진군,도암면 만덕리
고려청자박물관,강진군,대구면 사당리
고산윤선도유물전시관,해남군,해남읍 연동리
고흥갑재민속전시관,고흥군,두원면 운대리
고흥분청문화박물관,고흥군,두원면 운대리
광양역사문화관,광양시,광양읍 읍내리
김대중노벨평화상기념관,목포시,산정동
나주배박물관,나주시,금천면 석전리
낙안읍성자료관,순천시,낙안면 남내리
목포문학관,목포시,용해동
목포생활도자박물관,목포시,용해동
목포자연사박물관,목포시,용해동
목포근대역사관1관,목포시,대의동2가
목포근대역사관2관,목포시,중앙동2가
백호문학관,나주시,다시면 회진리
순천만자연생태관,순천시,대대동
순천시기독교역사박물관,순천시,매곡동
순천시립뿌리깊은나무박물관,순천시,낙안면 남내리
여수민속전시관,여수시,율촌면 가장리
시문학파기념관,강진군,강진읍 남성리
영암도기박물관,영암군,군서면 서구림리
장보고기념관,완도군,완도읍 장좌리
전라남도농업박물관,영암군,삼호읍 나불리
전라남도산림박물관,완도군,군외면 대문리
전라병영성 하멜기념관,강진군,병영면 성동리
증도갯벌생태전시관,신안군,증도면 우전리
진도역사관,진도군,의신면 사천리
필암서원 유물전시관,장성군,황룡면 필암리
하의3도농민운동기념관,신안군,하의면 대리
한국대나무박물관,담양군,담양읍 천변리
한국민화뮤지엄,강진군,대구면 사당리
한국압화박물관,구례군,구례읍 봉서리
한국차박물관,보성군,보성읍 봉산리
한국천연염색박물관,나주시,다시면 회진리
해남공룡박물관,해남군,황산면 우항리
홍길동 전시관,장성군,황룡면 아곡리
왕인박사기념관,영암군,군서면 동구림리
동학농민혁명기념관,장흥군,장흥읍 남외리
방촌유물전시관,장흥군,관산읍 방촌리
에로스서각박물관,신안군,암태면 신석리
세계화석광물박물관,신안군,안좌면 대리
귀족호도박물관,장흥군,장흥읍 향양리
규남박물관,화순군,이서면 야사리
나야나 교육 박물관,담양군,담양읍 향교리
담양우표박물관,담양군,대전면 대치리
땅끝해양자연사박물관,해남군,송지면 송호리
대원사 티벳박물관,보성군,문덕면 죽산리
대흥사성보박물관,해남군,삼산면 구림리
도갑사 성보박물관,영암군,군서면 도갑리
미암박물관,담양군,대덕면 장산리
송광사성보박물관,순천시,송광면 신평리
수다라성보박물관,영광군,불갑면 모악리
와보랑께박물관,강진군,병영면 도룡리
우리삶문화옥당박물관,영광군,백수읍 대신리
화엄사성보박물관,구례군,마산면 황전리
청우요도자기박물관,강진군,대구면 사당리
히든트릭박물관(휴관),담양군,담양읍 학동리
선암사성보박물관(휴관),순천시,승주읍 죽학리
동신대학교 문화박물관,나주시,대호동
목포대학교 박물관,무안군,청계면 도림리
순천대학교 박물관,순천시,석현동
국립경주박물관,경주시,인왕동
국립낙동강생물자원관,상주시,도남동
국립등대박물관,포항시,호미곶면 대보리
경산시립박물관,경산시,사동
경상북도산림과학박물관,안동시,도산면 동부리
구미시립민속관,구미시,원평동
군위숭덕박물관,군위군,군위읍 서부리
김천세계도자기박물관,김천시,대항면 운수리
대가야박물관,고령군,대가야읍 지산리
독도박물관,울릉군,울릉읍 도동리
문경도자기박물관,문경시,문경읍 진안리
문경석탄박물관,문경시,가은읍 왕능리
문경자연생태박물관,문경시,문경읍 하초리
사촌마을자료관,의성군,점곡면 사촌리
삼성현역사문화관,경산시,남산면 인흥리
상주박물관,상주시,사벌국면 삼덕리
상주동학교당유물전시관,상주시,은척면 우기리
상주자전거박물관,상주시,도남동
소수박물관,영주시,순흥면 청구리
안동민속박물관,안동시,성곡동
영일민속박물관,포항시,흥해읍 성내리
영양산촌생활박물관,영양군,입암면 연당리
예천박물관,예천군,감천면 포리
옛길박물관,문경시,문경읍 상초리
옥진각,안동시,도산면 토계리
우륵박물관,고령군,대가야읍 쾌빈리
운강이강년기념관,문경시,가은읍 완장리
울진 봉평리 신라비 전시관,울진군,죽변면 봉평리
의성조문국박물관,의성군,금성면 초전리
인삼박물관,영주시,풍기읍 창락리
전통문화콘텐츠박물관,안동시,동부동
정기룡장군유물전시관,상주시,사벌국면 금흔리
청도박물관,청도군,이서면 양원리
청송민속박물관,청송군,청송읍 송생리
청송수석꽃돌박물관,청송군,주왕산면 하의리
칠곡호국평화기념관,칠곡군,석적읍 중지리
함창명주박물관,상주시,함창읍 교촌리
청량산박물관,봉화군,명호면 관창리
총재박물관,봉화군,봉화읍 유곡리
박열의사기념관,문경시,마성면 오천리
경산공룡박물관,경산시,남산면 하대리
경상북도독립운동기념관,안동시,임하면 천전리
경상북도문화재연구원박물관,영천시,금호읍 원제리
경주테디베어박물관,경주시,북군동
금오민속박물관,의성군,무을면 무이리
보경사성보박물관,포항시,송라면 중산리
부석사성보박물관,영주시,부석면 북지리
불국사박물관,경주시,진현동
안동소주박물관,안동시,수상동
용문사성보유물관,예천군,용문면 내지리
유교문화박물관,안동시,도산면 서부리
은해사성보박물관,영천시,청통면 치일리
잉카마야박물관,문경시,가은읍 전곡리
직지성보박물관,김천시,대항면 운수리
포스코역사박물관,포항시,괴동동
포항바다화석박물관,포항시,호미곶면 대보리
하회세계탈박물관,안동시,풍천면 하회리
한국대중음악박물관,경주시,신평동
안다미로귀때박물관,칠곡군,기산면 죽전리
경북과학대학교 박물관,칠곡군,기산면 봉산리
경북대학교자연사박물관,군위군,효령면 장군리
경주대학교 박물관,경주시,효현동
대구가톨릭대학교 역사박물관,경산시,하양읍 금락리
대구대학교 중앙박물관,경산시,진량읍 내리리
대구한의대학교 박물관,경산시,유곡동
동국대학교 경주캠퍼스 박물관,경주시,석장동
안동대학교 박물관,안동시,송천동
영남대학교 자연박물관,경산시,대동
영남대학교 박물관,경산시,대동
위덕대학교 박물관,경주시,강동면 유금리
국립김해박물관,김해시,구산동
국립진주박물관,진주시,남성동
해군사관학교박물관,창원시,남빈동
거제어촌민속전시관,거제시,일운면 지세포리
거창박물관,거창군,거창읍 김천리
경상남도 산림박물관,진주시,이반성면 대천리
고성공룡박물관,고성군,하이면 덕명리
고성박물관,고성군,고성읍 송학리
고성수석전시관(휴관),고성군,회화면 삼덕리
고성자연사박물관(휴관),고성군,회화면 삼덕리
고성탈박물관,고성군,고성읍 율대리
김해목재문화박물관,김해시,관동동
김해분청도자박물관,김해시,진례면 송정리
김해민속박물관,김해시,봉황동
김해화포천습지 생태박물관,김해시,한림면 퇴래리
남명기념관,산청군,시천면 사리
남해유배문학관,남해군,남해읍 남변리
대성동고분박물관,김해시,대성동
목면시배유지,산청군,단성면 사월리
밀양시립박물관,밀양시,교동
박진전쟁기념관,창녕군,남지읍 월하리
봉황동유적 패총단면전시관,김해시,서상동
산청박물관,산청군,생초면 어서리
산청한의학박물관,산청군,금서면 특리
성산패총전시관,창원시,외동
안동문화의집,김해시,안동
양산시립박물관,양산시,북정동
웅천도요지전시관,창원시,두동
의병박물관,의령군,의령읍 중동리
지리산빨치산토벌전시관,산청군,시천면 중산리
지리산역사관,하동군,화개면 대성리
진영문화의집,김해시,진영읍 여래리
진주청동기문화박물관,진주시,대평면 대평리
창녕박물관,창녕군,창녕읍 교리
창녕비봉리패총전시관,창녕군,부곡면 비봉리
창원시립마산박물관,창원시,추산동
창원시립진해박물관,창원시,제황산동
창원역사민속관,창원시,사림동
통영시립박물관,통영시,도천동
하동야생차박물관,하동군,화개면 운수리
함안박물관,함안군,가야읍 도항리
함양박물관,함양군,함양읍 교산리
합천박물관,합천군,쌍책면 성산리
항일독립운동가 주기철목사기념관,창원시,남문동
진주익룡발자국전시관,진주시,충무공동
김해시수도박물관,김해시,한림면 명동리
김해문화의집,김해시,부원동
진영역철도박물관,김해시,진영읍 진영리
청마기념관,거제시,둔덕면 방하리
거제민속박물관,거제시,연초면 명동리
거제박물관,거제시,옥포동
김해한림박물관,김해시,한림면 퇴래리
미리벌민속박물관,밀양시,초동면 범평리
산청산골박물관,산청군,신안면 갈전리
얼음골축음기소리박물관,밀양시,산내면 원서리
영산정사성보박물관,밀양시,무안면 가례리
옥천사성보박물관,고성군,개천면 북평리
외도조경식물원,거제시,일운면 와현리
일준부채박물관,의령군,가례면 괴진리
장사도해상공원,통영시,한산면 매죽리
장생도라지박물관,진주시,금곡면 정자리
진주어린이박물관,진주시,망경동
토지주택박물관,진주시,충무공동
통도사성보박물관,양산시,하북면 지산리
포로수용소유적박물관,거제시,고현동
표충사호국박물관,밀양시,단장면 구천리
합천한의학박물관,합천군,용주면 고품리
항공우주박물관,사천시,사남면 유천리
해금강테마박물관,거제시,남부면 갈곶리
해인사성보박물관,합천군,가야면 치인리
경남대학교 박물관,창원시,월영동
경상대학교 박물관,진주시,가좌동
인제대학교 박물관,김해시,어방동
진주교육대학교 박물관,진주시,신안동
창원대학교 박물관,창원시,퇴촌동
국립제주박물관,제주시,건입동
감귤박물관,서귀포시,신효동
김만덕기념관,제주시,건입동
설문대여성문화센터 여성역사문화전시관,제주시,연동
제주4·3평화기념관,제주시,봉개동
제주교육박물관,제주시,이도이동
제주돌문화공원,제주시,조천읍 교래리
제주특별자치도 민속자연사박물관,제주시,일도이동
해녀박물관,제주시,구좌읍 상도리
제주세계자연유산센터 세계유산전시관,제주시,조천읍 선흘리
제주항일기념관,제주시,조천읍 조천리
서복전시관,제주시,서귀동
제주 삼양동 유적,제주시,삼양일동
한국야구명예의전당,서귀포시,강정동
제주목 관아,제주시,삼도이동
항몽유적지,제주시,애월읍 상귀리
한라산국립공원 산악박물관,제주시,오등동
제주건강과 性 박물관,서귀포시,안덕면 감산리
테마공원 선녀와 나무꾼,제주시,조천읍 선흘리
넥슨컴퓨터박물관,제주시,노형동
메이즈뮤지움,제주시,구좌읍 평대리
믿거나말거나,서귀포시,색달동
방림원 식물원,제주시,한경면 저지리
본태박물관,서귀포시,안덕면 상천리
생각하는 정원,제주시,한경면 저지리
석부작 박물관,서귀포시,호근동
세계술박물관,서귀포시,표선면 하천리
세계오지민속박물관,서귀포시,성산읍 난산리
세계자동차&피아노박물관,서귀포시,안덕면 상창리
세계조가비박물관,서귀포시,서홍동
소인국테마파크 전시관,서귀포시,안덕면 서광리
아프리카박물관,서귀포시,대포동
에코랜드,제주시,조천읍 대흘리
여미지식물원,서귀포시,색달동
이랜드뮤지엄,제주시,한림읍 귀덕리
일출랜드 식물원,서귀포시,성산읍 삼달리
제주민속촌,서귀포시,표선면 표선리
제주유리박물관,서귀포시,상예동
제주테디베어뮤지엄,서귀포시,색달동
제주 허브동산,서귀포시,표선면 표선리
제주 공룡랜드 전시관,제주시,애월읍 광령리
세계미니어처 전시관,제주시,조천읍 교래리
제주아이스뮤지엄 종합전시관,제주시,연동
제주옹기박물관,서귀포시,대정읍 무릉리
제주커피박물관바움,서귀포시,성산읍 고성리
제주항공우주박물관,서귀포시,안덕면 서광리
제주해양동물박물관,서귀포시,성산읍 수산리
조안베어뮤지엄,서귀포시,대포동
초콜릿박물관,서귀포,대정읍 일과리
카멜리아힐,서귀포시,안덕면 상창리
테지움사파리,제주시,애월읍 소길리
토이파크 뮤지엄,서귀포시,안덕면 동광리
피규어 뮤지엄제주,서귀포시,안덕면 상창리
한림공원,제주시,한림읍 협재리
헬로키티아일랜드,서귀포시,안덕면 상창리
휴애리,서귀포시,남원읍 신례리
SOS박물관,서귀포시,법환동
제주평화박물관(휴관),제주시,한경면 청수리
레오나르도 다빈치 과학박물관(휴관),서귀포시,안덕면 상천리
보석앤화석박물관(휴관),서귀포시,표선면 하천리
