fclt_name,sgnr_nm,legalemd_nm
진천군립도서관,진천군,진천읍 읍내리
청주상당도서관,청주시 상당구,수동
청주시립도서관,청주시 상당구,용암동
청주기적의도서관,청주시 서원구,수곡동
청주서원도서관,청주시 서원구,분평동
오창호수도서관,청주시 청원구,오창읍 각리
청주오창도서관,청주시 청원구,오창읍 장대리
청주청원도서관,청주시 청원구,사천동
강내도서관,청주시 흥덕구,강내면 월곡리
옥산도서관,청주시 흥덕구,옥산면 오산리
청주시립오송도서관,청주시 흥덕구,오송읍 연제리
청주신율봉어린이도서관,청주시 흥덕구,복대동
청주흥덕도서관,청주시 흥덕구,복대동
엄정꿈터도서관,충주시,엄정면 미내리
충주시립도서관,충주시,교현동
충주시립호암도서관,충주시,호암동
충청남도공주교육지원청공주도서관,공주시,유구읍 백교리
충청남도공주교육지원청유구도서관,공주시,유구읍 백교리
충청남도금산교육지원청금산도서관,금산군,금산읍 상옥리
충청남도교육청남부평생교육원,논산시,부창동
충청남도당진교육지원청당진도서관,당진시,채운동
충청남도보령교육지원청보령도서관,보령시,명천동
충청남도보령교육지원청웅천도서관,보령시,웅천읍 대창리
충청남도부여교육지원청부여도서관,부여군,부여읍 쌍북리
충청남도교육청서부평생교육원,서산시,석림동
충청남도서산교육지원청해미도서관,서산시,해미면 반양리
충청남도서천교육지원청서천도서관,서천군,서천읍 군사리
충청남도아산교육지원청아산도서관,아산시,실옥동
충청남도예산교육지원청예산도서관,예산군,예산읍 주교리
충청남도교육청평생교육원,천안시 동남구,목천읍 신계리
충청남도교육청학생교육문화원,천안시 동남구,원성동
충청남도천안교육지원청성환도서관,천안시 서북구,성환읍 성환리
충청남도청양교육지원청청양도서관,청양군,청양읍 송방리
충청남도태안교육지원청태안도서관,태안군,태안읍 남문리
충청남도홍성교육지원청홍성도서관,홍성군,홍성읍 오관리
계룡도서관,계룡시,금암동
엄사도서관,계룡시,엄사면 엄사리
공주시 시립도서관 웅진관,공주시,웅진동
금산기적의도서관,금산군,금산읍 상리
금산인삼고을도서관,금산군,금산읍 중도리
진산도서관,금산군,진산면 읍내리
추부도서관,금산군,추부면 마전리
논산강경도서관,논산시,강경읍 남교리
논산연무도서관,논산시,연무읍 안심리
당진시립송악도서관,당진시,송악읍 가학리
당진시립중앙도서관,당진시,읍내동
당진시립합덕도서관,당진시,합덕읍 운산리
보령주산도서관,보령시,주산면 금암리
죽정도서관,보령시,죽정동
홍산공공도서관,부여군,홍산면 북촌리
서산시 대산도서관,서산시,대산읍 화곡리
서산시립도서관,서산시,읍내동
서산어린이도서관,서산시,동문동
서천장항공공도서관,서천군,장항읍 신창리
아산시 둔포도서관,아산시,둔포면 둔포리
아산시 배방도서관,아산시,배방읍 공수리
아산시 송곡도서관,아산시,염치읍 송곡리
아산시 어린이도서관,아산시,배방읍 공수리
아산시 중앙도서관,아산시,용화동
아산시 탕정온샘도서관,아산시,탕정면
예산군립도서관,예산군,예산읍 석양리
예산삽교도서관,예산군,삽교읍 두리
천안시문화도서관사업소 신방도서관,천안시 동남구,신방동
천안시문화도서관사업소 아우내도서관,천안시 동남구,병천면 병천리
천안시문화도서관사업소 중앙도서관,천안시 동남구,원성동
천안청수도서관,천안시 동남구,청수동
천안시문화도서관사업소 도솔도서관,천안시 서북구,불당동
천안시문화도서관사업소 두정도서관,천안시 서북구,두정동
천안시문화도서관사업소 성거도서관,천안시 서북구,성거읍 천흥리
천안시문화도서관사업소 쌍용도서관,천안시 서북구,쌍용동
천안아산상생협력센터도서관,천안시 서북구,불당동
정산도서관,청양군,정산면 서정리
태안군립중앙도서관,태안군,태안읍 동문리
태안안면도서관,태안군,안면읍 승언리
광천공공도서관,홍성군,광천읍 신진리
충남도서관,홍성군,홍북읍 신경리
전라북도교육청고창도서관,고창군,고창읍 교촌리
군산교육문화회관,군산시,조촌동
군산교육문화회관 대야분관,군산시,대야면 산월리
김제교육문화회관,김제시,요촌동
김제교육문화회관 금산분관,김제시,금산면 성계리
남원교육문화회관,남원시,동충동
남원교육문화회관 운봉분관,남원시,운봉읍 서천리
전라북도교육청무주도서관,무주군,무주읍 읍내리
부안교육문화회관,부안군,부안읍 동중리
전라북도교육청순창도서관,순창군,순창읍 남계리
전라북도교육청완주도서관,완주군,봉동읍 장기리
마한교육문화회관,익산시,마동
마한교육문화회관함열분관,익산시,함열읍 와리
전라북도교육청임실도서관,임실군,임실읍 이도리
전라북도교육청장수도서관,장수군,장수읍 장수리
정읍학생복지회관,정읍시,수성동
전라북도교육청진안도서관,진안군,진안읍 군하리
명봉도서관,정읍시,태인면 태성리
고창군립도서관,고창군,고창읍 교촌리
고창군립성호도서관,고창군,고창읍 교촌리
군산시립도서관,군산시,수송동
늘푸른도서관,군산시,부평동
설림도서관,군산시,소룡동
임피채만식도서관,군산시,임피면 읍내리
김제시립도서관,김제시,요촌동
김제시립도서관금구분관,김제시,금구면 금구리
김제시립도서관만경분관,김제시,만경읍 만경리
남원시립도서관,남원시,하정동
무주형설지공도서관,무주군,무주읍 당산리
부안군립도서관,부안군,부안읍 봉덕리
순창군립도서관,순창군,순창읍 순화리
완주군립 둔산영어도서관,완주군,봉동읍 둔산리
완주군립고산도서관,완주군,고산면 읍내리
완주군립삼례도서관,완주군,삼례읍 신금리
완주군립중앙도서관,완주군,용진읍 운곡리
익산시립도서관 마동분관,익산시,마동
익산시립도서관(영등도서관),익산시,영등동
익산시립모현도서관,익산시,모현동1가
익산시립부송도서관,익산시,부송동
익산시립황등도서관,익산시,황등면 황등리
임실군립도서관,임실군,오수면 오수리
장수군립도서관,장수군,장계면 장계리
아중도서관,전주시 덕진구,인후동1가
전주시립건지도서관,전주시 덕진구,호성동1가
전주시립금암도서관,전주시 덕진구,금암동
전주시립송천도서관,전주시 덕진구,송천동2가
전주시립인후도서관,전주시 덕진구,인후동1가
전주시립쪽구름도서관,전주시 덕진구,반월동
전북도청도서관,전주시 완산구,효자동3가
전주시립도서관,전주시 완산구,송천동2가
전주시립삼천도서관,전주시 완산구,삼천동1가
전주시립서신도서관,전주시 완산구,서신동
전주시립평화도서관,전주시 완산구,평화동2가
전주시립효자도서관,전주시 완산구,효자동2가
정읍기적의도서관,정읍시,수성동
정읍시립도서관신태인분관,정읍시,신태인읍 신태인리
정읍시립중앙도서관,정읍시,상동
고흥평생교육관,고흥군,고흥읍 등암리
곡성교육문화회관,곡성군,곡성읍 읍내리
광양공공도서관,광양시,중동
광양평생교육관,광양시,광영동
구례공공도서관,구례군,구례읍 봉동리
나주공공도서관,나주시,금성동
남평공공도서관,나주시,남평읍 동사리
담양공공도서관,담양군,담양읍 백동리
목포공공도서관,목포시,산정동
무안공공도서관,무안군,무안읍 교촌리
벌교공공도서관,보성군,벌교읍 벌교리
보성공공도서관,보성군,보성읍 보성리
전라남도학생교육문화회관,여수시,화장동
영광공공도서관,영광군,영광읍 녹사리
영암공공도서관,영암군,영암읍 서남리
장성공공도서관,장성군,장성읍 영천리
장흥공공도서관,장흥군,장흥읍 원도리
진도공공도서관,진도군,진도읍 성내리
함평공공도서관,함평군,함평읍 기각리
해남공공도서관,해남군,해남읍 구교리
화순공공도서관,화순군,화순읍 교리
관옥나무도서관,순천시,해룡면 농주리
강진군도서관,강진군,강진읍 남성리
고흥군립도서관,고흥군,도양읍 봉암리
고흥군립북부도서관,고흥군,동강면 유둔리
고흥군립중앙도서관,고흥군,고흥읍 남계리
옥과공공도서관,곡성군,옥과면 리문리
광양시립중마도서관,광양시,중동
광양시립중앙도서관,광양시,광양읍 우산리
광양용강도서관,광양시,광양읍 용강리
광양희망도서관,광양시,광양읍 칠성리
구례군매천도서관,구례군,구례읍 봉북리
나주시립도서관,나주시,영산동
빛가람시립도서관,나주시,빛가람동
목포시립도서관,목포시,용당동
목포어린이도서관,목포시,석현동
목포영어도서관,목포시,석현동
무안군공공도서관,무안군,해제면 신정리
전라남도립도서관,무안군,삼향읍 남악리
보성농어촌도서관,보성군,득량면 예당리
순천기적의도서관,순천시,해룡면 상삼리
순천시립그림책도서관,순천시,동외동
순천시립도서관연향관,순천시,연향동
순천시립삼산도서관,순천시,석현동
순천시립신대도서관,순천시,해룡면 신대리
순천시립조례호수도서관,순천시,조례동
해룡농어촌도서관,순천시,해룡면 월전리
신안군립도서관,신안군,압해읍 학교리
흑산자산문화도서관,신안군,흑산면 예리
여수시립돌산도서관,여수시,돌산읍 우두리
여수시립소라도서관,여수시,소라면 덕양리
여수시립쌍봉도서관,여수시,학동
여수시립율촌도서관,여수시,율촌면 조화리
여수시립현암도서관,여수시,덕충동
여수시립환경도서관,여수시,문수동
영광군립도서관,영광군,영광읍 무령리
삼호도서관,영암군,삼호읍 용앙리
영암도서관,영암군,영암읍 교동리
금일공공도서관,완도군,금일읍 화목리
노화공공도서관,완도군,노화읍 이포리
완도군립도서관,완도군,완도읍 군내리
장성군립북이도서관,장성군,북이면 사거리
장성군립삼계도서관,장성군,삼계면 사창리
장성군립중앙도서관,장성군,장성읍 기산리
정남진도서관,장흥군,장흥읍 건산리
철마도서관,진도군,철마면 고촌리
함평군립도서관,함평군,함평읍 내교리
해남군립도서관,해남군,해남읍 성내리
화순열린도서관,화순군,화순읍 신기리
경상북도교육청정보센터,경산시,계양동
경상북도교육청 외동도서관,경주시,외동읍 입실리
경상북도교육청 고령도서관,고령군,대가야읍 쾌빈리
경상북도교육청 구미도서관,구미시,원평동
경상북도교육청 삼국유사군위도서관,군위군,군위읍 동부리
경상북도교육청 점촌도서관,문경시,흥덕동
경상북도교육청 점촌도서관가은분관,문경시,가은읍 왕능리
경상북도교육청 봉화도서관,봉화군,봉화읍 내성리
경상북도교육청 상주도서관,상주시,남성동
경상북도교육청 상주도서관화령분관,상주시,화서면 달천리
경상북도교육청 성주도서관,성주군,성주읍 예산리
경상북도교육청 안동도서관,안동시,당북동
경상북도교육청 안동도서관용상분관,안동시,용상동
경상북도교육청 안동도서관풍산분관,안동시,풍산읍 하리리
경상북도교육청 영덕도서관,영덕군,영덕읍 화개리
경상북도교육청 영양도서관,영양군,영양읍 서부리
경상북도교육청 영주선비도서관,영주시,가흥동
경상북도교육청 영주선비도서관풍기분관,영주시,풍기읍 성내리
경상북도교육청 금호도서관,영천시,금호읍 교대리
경상북도교육청 예천도서관,예천군,예천읍 남본리
경상북도교육청 울릉도서관,울릉군,울릉읍 저동리
경상북도교육청 울진도서관,울진군,울진읍 읍내리
경상북도교육청 의성도서관,의성군,의성읍 중리리
경상북도교육청 청도도서관,청도군,청도읍 고수리
경상북도교육청 청송도서관,청송군,청송읍 월막리
경상북도교육청 칠곡도서관,칠곡군,왜관읍 석전리
경상북도교육청 영일도서관,포항시 북구,흥해읍 약성리
경상북도교육청문화원,포항시 북구,양덕동
경산시립도서관,경산시,하양읍 금락리
경산시립장산도서관,경산시,옥곡동
감포도서관,경주시,감포읍 전촌리
경주시립도서관,경주시,황성동
경주중앙도서관,경주시,사정동
단석도서관,경주시,건천읍 건천리
송화도서관,경주시,충효동
칠평도서관,경주시,안강읍 양월리
다산도서관,고령군,화서동
구미시립봉곡도서관,구미시,봉곡동
구미시립상모정수도서관,구미시,상모동
구미시립선산도서관,구미시,선산읍 동부리
구미시립인동도서관,구미시,진평동
구미시립중앙도서관,구미시,형곡동
김천시립도서관,김천시,평화동
문경시립모전도서관,문경시,모전동
문경시립문희도서관,문경시,문경읍 상리
문경시립중앙도서관,문경시,점촌동
성주군청사도서관,성주군,성주읍 경산리
안동강남어린이도서관,안동시,정하동
안동시립도서관,안동시,동문동
영주시립도서관,영주시,가흥동
영천시립도서관,영천시,문외동
울진남부도서관,울진군,후포면 삼율리
죽변면도서관,울진군,죽변면 봉평리
의성군립도서관,의성군,안계면 용기리
청도어린이도서관,청도군,화양읍 범곡리
진보공공도서관,청송군,진보면 각산리
북삼도서관,칠곡군,북삼읍 인평리
석적도서관,칠곡군,석적읍 중리
칠곡군립도서관,칠곡군,왜관읍 왜관리
포항시립대잠도서관,포항시 남구,대잠동
포항시립동해석곡도서관,포항시 남구,동해면 도구리
포항시립어린이영어도서관,포항시 남구,상도동
포항시립영암도서관,포항시 남구,대도동
포항시립오천도서관,포항시 남구,오천읍 용덕리
포항시립포은중앙도서관,포항시 북구,덕수동
경상남도교육청 거제도서관,거제시,고현동
경상남도교육청 거창도서관,거창군,거창읍 중앙리
경상남도교육청 고성도서관,고성군,고성읍 송학리
경상남도교육청 김해도서관,김해시,봉황동
경상남도교육청 진영도서관,김해시,진영읍 여래리
경상남도교육청 남해도서관,남해군,남해읍 서변리
경상남도교육청 밀양도서관,밀양시,삼랑진읍 송지리
경상남도교육청 하남도서관,밀양시,하남읍 수산리
경상남도교육청 사천도서관,사천시,좌룡동
경상남도교육청 삼천포도서관,사천시,좌룡동
경상남도교육청 산청도서관,산청군,산청읍 산청리
경상남도교육청 양산도서관,양산시,북부동
경상남도교육청 의령도서관,의령군,의령읍 동동리
경상남도교육청 진양도서관,진주시,문산읍 삼곡리
경상남도교육청 남지도서관,창녕군,남지읍 남지리
경상남도교육청 창녕도서관,창녕군,창녕읍 말흘리
경상남도교육청 마산도서관,창원시 마산합포구,구암동
경상남도교육청 진동도서관,창원시 마산합포구,진동면 진동리
경상남도교육청 마산도서관 지혜의바다분관,창원시 마산회원구,구암동
경상남도교육청 창원도서관,창원시 성산구,구암동
경상남도교육청 통영도서관,통영시,봉평동
경상남도교육청 하동도서관,하동군,하동읍 광평리
경상남도교육청 함안도서관,함안군,가야읍 말산리
경상남도교육청 함양도서관,함양군,함양읍 운림리
경상남도교육청 합천도서관,합천군,합천읍 합천리
마하 어린이도서관,진주시,초전동
거제시립수양도서관,거제시,양정동
거제시립옥포도서관,거제시,옥포동
거제시립장승포도서관,거제시,장승포동
거제시립장평도서관,거제시,장평동
거제시립하청도서관,거제시,하청면 하청리
거창군립한마음도서관,거창군,거창읍 상림리
고성동부도서관,고성군,회화면 배둔리
김해기적의도서관,김해시,율하동
김해율하도서관,김해시,율하동
장유도서관,김해시,대청동
진영한빛도서관,김해시,진영읍 여래리
칠암도서관,김해시,삼방동
화정글샘도서관,김해시,삼계동
화전도서관,남해군,남해읍 아산리
밀양시립도서관,밀양시,삼문동
밀양시립영어도서관,밀양시,삼문동
사천시어린이영어도서관,사천시,사남면 월성리
상북어린이도서관,양산시,상북면 석계리
양산시립도서관,양산시,물금읍 가촌리
양산영어도서관,양산시,소주동
양산웅상도서관,양산시,주진동
도동어린이도서관,진주시,하대동
비봉어린이도서관,진주시,옥봉동
진주시어린이전문도서관,진주시,평거동
창녕군 영산도서관,창녕군,영산면 동리
마산합포도서관,창원시 마산합포구,해운동
내서도서관,창원시 마산회원구,내서읍 삼계리
마산회원도서관,창원시 마산회원구,회원동
중리초등복합시설도서관,창원시 마산회원구,내서읍 호계리
상남도서관,창원시 성산구,가음정동
성산도서관,창원시 성산구,남산동
경남대표도서관,창원시 의창구,사림동
고향의봄도서관,창원시 의창구,서상동
명곡도서관,창원시 의창구,명서동
의창도서관,창원시 의창구,반송동
동부도서관,창원시 진해구,용원동
진해기적의도서관,창원시 진해구,석동
진해도서관,창원시 진해구,여좌동
통영시립도서관,통영시,무전동
통영시립산양도서관,통영시,산양읍 남평리
통영시립욕지도서관,통영시,욕지면 동항리
통영시립충무도서관,통영시,용남면 장문리
함안군립칠원도서관,함안군,칠원읍 용산리
서귀포도서관,서귀포시,동홍동
송악도서관,서귀포시,대정읍 하모리
제남도서관,서귀포시,남원읍 남원리
동녘도서관,제주시,구좌읍 세화리
제주도서관,제주시,이도이동
한수풀도서관,제주시,한림읍 대림리
서귀포기적의도서관,서귀포시,동홍동
서귀포시동부도서관,서귀포시,신효동
서귀포시삼매봉도서관,서귀포시,서홍동
서귀포시서부도서관,서귀포시,중문동
서귀포시중앙도서관,서귀포시,강정동
성산일출도서관,서귀포시,성산읍 오조리
안덕산방도서관,서귀포시,안덕면 화순리
표선도서관,서귀포시,표선면 표선리
애월도서관,제주시,애월읍 고내리
제주꿈바당어린이도서관,제주시,연동
제주시기적의도서관,제주시,이도이동
제주시우당도서관,제주시,건입동
제주특별자치도 한라도서관,제주시,오라이동
조천읍도서관,제주시,조천읍 함덕리
탐라도서관,제주시,노형동
한경도서관,제주시,한경면 신창리
관악중앙도서관,관악구,신림동
구로기적의도서관,구로구,신도림동
쌍문채움도서관,도봉구,쌍문동
배봉산 숲속도서관,동대문구,전농동
서대문구립남가좌새롬어린이도서관,서대문구,남가좌동
서대문구립홍은도담도서관,서대문구,홍은동
서초구립양재도서관,서초구,양재동
성북길빛도서관,성북구,길음동
장위행복누림도서관,성북구,장위동
개울건강도서관,양천구,신정동
목마교육도서관,양천구,목동
신월음악도서관,양천구,신월동
해맞이역사도서관,양천구,신월동
여의샛강마을도서관,영등포구,여의도동
은뜨락도서관,은평구,진관동
중랑상봉도서관,중랑구,상봉동
해운대도서관 우동분관,해운대구,우동
동구어린이영어도서관,동구,수정동
대구2.28기념학생도서관 (구 대봉도서관),동구,신암동
동일공공도서관,동구,신천동
달서영어도서관,달서구,송현동
수성구립 무학숲도서관,수성구,지산동
인천광역시교육청계양도서관,계양구,계산동
인천광역시교육청중앙도서관,남동구,구월동
인천광역시교육청화도진도서관,동구,화수동
인천광역시교육청주안도서관,미추홀구,주안동
인천광역시교육청부평도서관,부평구,십정동
인천광역시교육청북구도서관,부평구,부평동
인천광역시교육청서구도서관,서구,가좌동
인천광역시교육청연수도서관,연수구,선학동
인천광역시교육청평생학습관,연수구,동춘동
용비도서관,미추홀구,용현동
이랑어린이도서관,미추홀구,주안동
인천광역시마전도서관,서구,마전동
송촌도서관,대덕구,송촌동
신탄진도서관,대덕구,신탄진동
안산도서관,대덕구,법동
월평도서관,서구,갈마동
원신흥도서관,유성구,원신흥동
울주천상도서관,울주군,범서읍 천상리
고운남측도서관,세종시,고운동
장기도서관,김포시,장기동
풍무도서관,김포시,풍무동
부천시립역곡도서관,부천시,역곡동
성남시 서현도서관,성남시 분당구,서현동
망포글빛도서관,수원시 영통구,망포동
시흥시 목감도서관,시흥시,목감동
옥정호수도서관,양주시,옥정동
대신도서관,여주시,대신면 율촌리
소리울도서관,오산시,원동
의정부미술도서관,의정부시,민락동
의정부정보도서관,의정부시,의정부동
월롱도서관,파주시,월롱면 위전리
평택시립 비전도서관,평택시,비전동
송린이음터도서관,화성시,새솔동
화성시 다원이음터도서관,화성시,영천동
원주시립중앙도서관,원주시,단구동
서석도서관,홍천군,서석면 풍암리
청주열린도서관,청주시 청원구,내덕동
청주금빛도서관,청주시 상당구,금천동
충주어린이청소년도서관,충주시,용산동
공주기적의도서관,공주시,월송동
논산열린도서관,논산시,지산동
보령시중앙도서관,보령시,대천동
전라북도교육문화회관,전주시 덕진구,진북동
콩쥐팥쥐도서관,완주군,이서면 갈산리
순천만생태문화교육원,순천시,연향동
경북도서관,예천군,호명면 산합리
김해지혜의바다,김해시,주촌면 내삼리
진주시립서부도서관,진주시,이현동
진주시립연암도서관,진주시,상대동
국립중앙박물관,용산구,용산동6가
국립민속박물관,종로구,세종로
대한민국역사박물관,종로구,세종로
국립한글박물관,용산구,용산동6가
국립국악원 국악박물관,서초구,서초동
국립극장 공연예술박물관,중구,장충동2가
한국영화박물관,마포구,상암동
국립고궁박물관,종로구,세종로
석조전 대한제국역사관,중구,정동
육군박물관,노원구,공릉동
국토발전전시관,중구,정동
국립경찰박물관,종로구,신문로2가
국립관세박물관,강남구,논현동
국회 헌정기념관,영등포구,여의도동
둘리뮤지엄,도봉구,쌍문동
서대문자연사박물관,서대문구,연희동
서대문형무소역사관,서대문구,현저동
서울교육박물관,종로구,화동
서울상상나라,광진구,능동
서울약령시한의약박물관,동대문구,제기동
서울역사박물관,종로구,신문로2가
성북선잠박물관,성북구,성북동
손기정기념관,중구,만리동2가
수도박물관,성동구,성수동1가
암사동선사유적박물관,강동구,암사동
은평역사한옥박물관,은평구,진관동
청계천박물관,성동구,마장동
한성백제박물관,송파구,방이동
허준박물관,강서구,가양동
송파책박물관,송파구,가락동
서울우리소리박물관,종로구,와룡동
가회민화박물관,종로구,가회동
경기여자고등학교 경운박물관,강남구,개포동
고촌이종근기념관,서대문구,충정로3가
관문사 성보박물관,서초구,우면동
그레뱅뮤지엄,중구,을지로1가
기생충박물관,강서구,화곡동
김달진미술자료박물관,종로구,홍지동
농협 농업박물관,중구,충정로1가
도산안창호기념관,강남구,신사동
떡박물관,종로구,와룡동
롯데월드민속박물관,송파구,잠실동
명인박물관,종로구,가회동
목인박물관 목석원,종로구,부암동
뮤지엄김치간,종로구,관훈동
박을복자수박물관,강북구,우이동
배재학당역사박물관,중구,정동
백범김구기념관,용산구,효창동
보나장신구박물관,종로구,인사동
북촌동양문화박물관,종로구,삼청동
북촌박물관,종로구,가회동
북촌생활사박물관,종로구,삼청동
불교중앙박물관,종로구,견지동
브이센터 더 라이브 뮤지엄,강동구,고덕동
삼성출판박물관,종로구,구기동
샬트르 성 바오로 수녀회 역사박물관,중구,명동2가
서울대학교병원 의학박물관,종로구,연건동
세계골프역사박물관,강남구,대치동
다문화박물관,은평구,불광동
세계장신구박물관,종로구,화동
쉼박물관,종로구,홍지동
신문박물관 PRESSEUM,종로구,세종로
영인문학관,종로구,평창동
우리옛돌박물관,성북구,성북동
우리은행 은행사박물관,중구,회현동1가
우석뮤지엄,서대문구,창천동
유금와당박물관,종로구,부암동
이한열기념관,마포구,노고산동
이화박물관,중구,정동
인도박물관,서초구,서초동
전기박물관,서초구,서초동
전쟁과여성인권박물관,마포구,성산동
전쟁기념관,용산구,용산동1가
종이나라박물관,중구,장충동1가
짚풀생활사박물관,종로구,명륜2가
초전섬유·퀼트박물관,중구,남산동1가
춘원당한방박물관,종로구,낙원동
코리아나 화장박물관,강남구,신사동
탄허기념불교박물관,강남구,자곡동
피규어뮤지엄W,강남구,청담동
한국가구박물관,성북구,성북동
한국광고박물관,송파구,신천동
한국금융사박물관,중구,태평로1가
한국색동박물관,종로구,권농동
한국은행 화폐박물관,중구,남대문로3가
한국잡지박물관,영등포구,여의도동
한국천주교순교자박물관,마포구,합정동
한국현대문학관,중구,장충동2가
한무숙문학관,종로구,명륜1가
한익환서울아트박물관,용산구,한남동
혜곡최순우기념관,성북구,성북동
호림박물관(신림본관),관악구,신림동
호림박물관(신사분관),강남구,신사동
화정박물관,종로구,평창동
평강성서유물박물관,구로구,오류동
간송박물관,성북구,성북동
꼭두박물관(휴관),종로구,명륜2가
쇳대박물관(휴관),종로구,동숭동
서울올림픽기념관,송파구,방이동
안중근의사기념관,중구,남대문로5가
건국대학교 박물관,광진구,화양동
경희대학교 자연사박물관,동대문구,회기동
경희대학교 중앙박물관,동대문구,회기동
고려대학교박물관,성북구,안암동5가
국민대학교 박물관,성북구,정릉동
덕성여자대학교 박물관,도봉구,쌍문동
동국대학교 박물관,중구,필동3가
동덕여자대학교발물관,성북구,하월곡동
삼육대학교 박물관,노원구,공릉동
상명대학교 박물관,종로구,평창동
서울대학교 치의학대학원 치의학박물관,종로구,연건동
서울대학교 박물관,관악구,신림동
서울시립대학교 박물관,동대문구,전농동
서울여자대학교 박물관,노원구,공릉동
성균관대학교 박물관,종로구,명륜3가
성신여자대학교 박물관,성북구,돈암동
성신여자대학교 자연사박물관,강북구,미아동
성신여자대학교 정원박광훈복식박물관,강북구,미아동
세종대학교 박물관,광진구,군자동
숭실대학교 한국기독교박물관,동작구,상도동
연세대학교 박물관,서대문구,신촌동
이화여자대학교 박물관,서대문구,대현동
이화여자대학교 자연사박물관,서대문구,대현동
한양대학교 박물관,성동구,사근동
홍익대학교 박물관,마포구,상수동
숙명여자대학교 박물관,용산구,청파동2가
숙명여자대학교 정영양자수박물관,용산구,청파동2가
경희대학교 한의학역사박물관(휴관),동대문구,회기동
국립일제강제동원역사관,남구,대연동
국립해양박물관,영도구,동삼동
동삼동패총전시관,영도구,동삼동
복천박물관,동래구,복천동
부산근대역사관,중구,대청동2가
부산박물관,남구,대연동
부산시민공원역사관,부산진구,범전동
부산어촌민속관,북구,화명동
부산영화체험박물관,중구,동광동3가
부산해양자연사박물관,동래구,온천동
사상생활사박물관,사상구,삼락동
임시수도기념관,서구,부민동3가
정관박물관,기장군,정관읍 방곡리
록봉민속교육박물관,강서구,천성동
범어사 성보박물관,금정구,청룡동
부산포민속박물관,부산진구,부전동
오륜대 한국순교자박물관,금정구,부곡동
유엔평화기념관,남구,대연동
한국기독교선교박물관,동래구,수안동
한국거래소 자본시장역사박물관,남구,문현동
경성대학교 박물관,남구,대연동
동아대학교 석당박물관,서구,부민동2가
동의대학교 박물관,부산진구,가야동
동주대학교 석파박물관,사하구,괴정동
부경대학교 박물관,남구,대연동
부산과학기술대학교 민속자료실 박물관,북구,구포동
부산대학교 박물관,금정구,장전동
신라대학교 박물관,사상구,괘법동
부산여자대학교 한국차박물관,부산진구,양정동
한국해양대학교 박물관,영도구,동삼동
부산교육대학교 한새뮤지엄(교육박물관),연제구,거제동
국립대구박물관,수성구,황금동
국채보상운동기념관,중구,동인동2가
대구교육박물관,북구,산격동
대구근대역사관,중구,포정동
대구향토역사관,중구,달성동
방짜유기박물관,동구,도학동
약령시한의약박물관,중구,남성로
대구섬유박물관,동구,봉무동
농경생활사박물관,달성군,가창면 용계리
박물관 수,수성구,범어동
자연염색박물관,동구,중대동
전통산업박물관,동구,덕곡동
대구은행금융박물관,수성구,수성동2가
경북대학교 박물관,북구,산격동
계명대학교 행소박물관,달서구,신당동
대구보건대학교 인당뮤지엄,북구,태전동
강화역사박물관,강화군,하점면 부근리
강화자연사박물관,강화군,하점면 부근리
강화전쟁박물관,강화군,강화읍 갑곳리
검단선사박물관,서구,원당동
인천광역시 서구 녹청자박물관,서구,경서동
부평역사박물관,부평구,삼산동
소래역사관,남동구,논현동
수도국산달동네박물관,동구,송림동
영종역사관,중구,중산동
인천광역시 시립박물관,연수구,옥련동
인천개항박물관,중구,중앙동1가
인천도시역사관,연수구,송도동
짜장면박물관,중구,선린동
한국근대문학관,중구,해안동2가
한국이민사박물관,중구,북성동1가
가천박물관,연수구,옥련동
국제성서박물관,미추홀구,주안동
범패민속문화박물관,미추홀구,숭의동
옥토끼우주센터,강화군,불은면 두운리
애보박물관,남동구,운연동
인천어린이박물관,미추홀구,문학동
인천학생6.25참전관,중구,용동
재미난박물관,중구,중앙동1가
초연다구박물관,중구,송학동3가
한국선교역사기념관,부평구,삼산동
한국전통음식박물관,남동구,운연동
혜명단청박물관,중구,중앙동3가
인하대학교 박물관,미추홀구,용현동
국립광주박물관,북구,매곡동
아시아문화박물관,동구,광산동
광주광역시립민속박물관,북구,용봉동
광주김치박물관,남구,임암동
남도향토음식박물관,북구,삼각동
비움박물관,동구,대의동
한국미용박물관,북구,중흥동
KJB금융박물관,동구,대인동
광주교육대학교 교육박물관,북구,풍향동
전남대학교 박물관,북구,용봉동
전남대학교 의학박물관,동구,학동
조선대학교 박물관,동구,서석동
대전시립박물관,유성구,상대동
선사박물관,유성구,노은동
한밭교육박물관,동구,삼성동
한국족보박물관,중구,침산동
옛터민속박물관,동구,하소동
한국수자원공사 대청댐물문화관,대덕구,미호동
한국조폐공사 화폐박물관,유성구,가정동
한국지질자원연구원 지질박물관,유성구,가정동
대전대학교박물관,동구,용운동
배재대학교 박물관,서구,도마동
충남대학교 박물관,유성구,궁동
충남대학교 자연사박물관,유성구,궁동
한남대학교 자연사박물관,대덕구,오정동
한남대학교 중앙박물관,대덕구,오정동
KAIST 비전관,유성구,구성동
충렬공박제상기념관,울주군,두동면 만화리
울산박물관,남구,신정동
울산대곡박물관,울주군,두동면 천전리
울산암각화박물관,울주군,두동면 천전리
울산옹기박물관,울주군,온양읍 고산리
울주민속박물관,울주군,온양읍 고산리
외솔기념관,중구,동동
장생포고래박물관,남구,매암동
